,name,platform,r_date,score,user score,developer,genre,players,critics,users,SMA_year
12658,Batman: The Telltale Series - Episode 2: Children of Arkham,PlayStation4,2016-09-20,66,6.8,TelltaleGames,"Adventure,Point-and-Click",No info,13,37,6.946428571428571
12661,Batman: The Telltale Series - Episode 2: Children of Arkham,PC,2016-09-20,73,7.0,TelltaleGames,"Adventure,Point-and-Click",No info,20,73,6.947368421052632
12730,Dragon Quest Builders,PlayStation4,2016-10-11,83,8.1,SquareEnix,"Action Adventure,Sandbox",No Online Multiplayer,76,225,8.1375
12780,World of Final Fantasy,PlayStation4,2016-10-25,77,7.7,SquareEnix,"Role-Playing,Japanese-Style",No Online Multiplayer,78,389,8.088888888888889
12784,Batman: The Telltale Series - Episode 3: New World Order,PlayStation4,2016-10-25,74,6.9,TelltaleGames,"Adventure,Point-and-Click",No info,11,32,6.94655172413793
12796,Batman: The Telltale Series - Episode 3: New World Order,XboxOne,2016-10-25,73,7.5,TelltaleGames,"Adventure,Point-and-Click",No info,7,13,6.95593220338983
12797,Batman: The Telltale Series - Episode 3: New World Order,PC,2016-10-25,73,7.2,TelltaleGames,"Adventure,Point-and-Click",No info,16,55,6.96
12843,Watch Dogs 2,PlayStation4,2016-11-15,82,7.6,UbisoftMontreal,"Action Adventure,Open-World",Up to 4 ,95,1700,6.953846153846154
12845,Assassin's Creed: The Ezio Collection,XboxOne,2016-11-15,71,7.8,UbisoftMontreal,"Miscellaneous,Compilation",No info,16,75,7.014285714285714
12846,Watch Dogs 2,XboxOne,2016-11-15,81,7.3,UbisoftMontreal,"Action Adventure,Open-World",Up to 4 ,11,330,7.033333333333333
12849,Assassin's Creed: The Ezio Collection,PlayStation4,2016-11-15,72,8.1,UbisoftMontreal,"Miscellaneous,Compilation",No info,33,306,7.1
12859,Batman: The Telltale Series - Episode 4: Guardian of Gotham,PC,2016-11-22,73,6.8,TelltaleGames,"Adventure,Point-and-Click",No info,11,51,6.9573770491803275
12861,Batman: The Telltale Series - Episode 4: Guardian of Gotham,XboxOne,2016-11-22,75,5.9,TelltaleGames,"Adventure,Point-and-Click",No info,7,10,6.940322580645161
12862,Batman: The Telltale Series - Episode 4: Guardian of Gotham,PlayStation4,2016-11-22,73,6.2,TelltaleGames,"Adventure,Point-and-Click",No info,12,24,6.928571428571429
12866,Watch Dogs 2,PC,2016-11-28,75,7.0,UbisoftMontreal,"Action Adventure,Open-World",No info,16,916,7.0214285714285705
12871,Final Fantasy XV,XboxOne,2016-11-29,83,7.7,SquareEnix,"Action RPG,Role-Playing,Action RPG",Up to 4 ,13,747,8.05
12874,Final Fantasy XV,PlayStation4,2016-11-29,81,7.6,SquareEnix,"Action RPG,Role-Playing,Action RPG",Up to 4 ,109,4691,8.009090909090908
12883,Super Mario Maker for Nintendo 3DS,3DS,2016-12-02,73,6.6,Nintendo,"Action,Platformer,2D",No info,56,147,7.800000000000001
12886,Ultimate Marvel vs. Capcom 3,PlayStation4,2016-12-03,77,7.3,Capcom,"Action,Fighting,2D",Up to 8 ,27,68,7.125
12889,Lara Croft GO,PlayStation4,2016-12-03,84,5.8,SquareEnix,"Strategy,Turn-Based,General",No info,15,60,7.7272727272727275
12891,Werewolves Within,PlayStation4,2016-12-06,76,6.9,Ubisoft,"Miscellaneous,Party / Minigame",Up to 8 ,17,29,6.300000000000001
12900,Batman: The Telltale Series - Episode 5: City of Light,XboxOne,2016-12-13,76,7.5,TelltaleGames,"Adventure,Point-and-Click",No info,7,12,6.848275862068966
12906,Batman: The Telltale Series - Episode 5: City of Light,PlayStation4,2016-12-13,67,6.5,TelltaleGames,"Adventure,Point-and-Click",No info,12,28,6.842372881355932
12910,Batman: The Telltale Series - Episode 5: City of Light,PC,2016-12-13,75,6.9,TelltaleGames,"Adventure,Point-and-Click",No info,14,54,6.843333333333333
12913,The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,XboxOne,2016-12-20,78,6.7,TelltaleGames,"Action,Adventure,General,Point-and-Click",No info,13,23,6.840983606557377
12916,The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,PlayStation4,2016-12-20,80,6.6,TelltaleGames,"Action,Adventure,General,Point-and-Click",No info,9,28,6.837096774193548
12917,The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,PC,2016-12-20,80,7.1,TelltaleGames,"Action,Adventure,General,Point-and-Click",No info,33,86,6.841269841269841
12918,The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,PC,2016-12-20,81,7.1,TelltaleGames,"Action,General,Adventure,Point-and-Click",No info,35,236,6.8453124999999995
12921,The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,XboxOne,2016-12-20,78,6.5,TelltaleGames,"Action,Adventure,General,Point-and-Click",No info,14,32,6.84
12922,The Walking Dead: The Telltale Series - A New Frontier,PC,2016-12-20,69,6.6,TelltaleGames,"Action,Adventure,General,Point-and-Click",No Online Multiplayer,18,252,6.836363636363636
12923,The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,PlayStation4,2016-12-20,80,6.9,TelltaleGames,"Action,General,Adventure,Point-and-Click",No info,10,57,6.8373134328358205
12948,Resident Evil 7: biohazard,PC,2017-01-23,83,7.8,Capcom,"Action Adventure,Survival",No Online Multiplayer,17,1354,7.026470588235293
12949,Kingdom Hearts HD 2.8 Final Chapter Prologue,PlayStation4,2017-01-24,76,8.2,SquareEnix,"Miscellaneous,Compilation,Role-Playing,Action RPG",No Online Multiplayer,69,412,7.766666666666667
12952,Resident Evil 7: biohazard,PlayStation4,2017-01-24,86,8.0,Capcom,"Action Adventure,Survival",No Online Multiplayer,100,3523,7.054285714285713
12953,Resident Evil 7: biohazard,XboxOne,2017-01-24,86,8.0,Capcom,"Action Adventure,Survival",No Online Multiplayer,19,550,7.080555555555555
12963,Resident Evil 7: biohazard - Banned Footage Vol. 1,PlayStation4,2017-01-31,75,6.0,Capcom,"Action Adventure,Survival",No info,9,43,7.051351351351351
12984,For Honor,PC,2017-02-13,76,5.2,UbisoftMontreal,"Action Adventure,General",Online Multiplayer,31,942,6.957142857142856
12987,Resident Evil 7: biohazard - Banned Footage Vol. 2,PlayStation4,2017-02-14,67,6.9,Capcom,"Action Adventure,Survival",No info,12,28,7.005405405405405
12988,For Honor,PlayStation4,2017-02-14,78,6.1,UbisoftMontreal,"Action Adventure,General",Up to 8 ,59,1089,6.9
12992,For Honor,XboxOne,2017-02-14,79,5.9,UbisoftMontreal,"Action Adventure,General",Up to 8 ,26,299,6.8374999999999995
12995,Tank Troopers,3DS,2017-02-16,64,5.8,Nintendo,"Simulation,Vehicle,Combat",No info,12,11,7.577777777777778
13032,The Legend of Zelda: Breath of the Wild,WiiU,2017-03-03,96,8.3,Nintendo,"Fantasy,Fantasy,Action Adventure,Open-World",No Online Multiplayer,13,2345,7.65
13033,The Legend of Zelda: Breath of the Wild,Switch,2017-03-03,97,8.7,Nintendo,"Action Adventure,Open-World",No Online Multiplayer,109,17472,7.745454545454546
13034,Super Bomberman R,Switch,2017-03-03,62,6.7,Konami,"Puzzle,Action,Arcade",Up to 8 ,63,323,5.9125
13036,1-2-Switch,Switch,2017-03-03,58,4.8,Nintendo,"Miscellaneous,Party / Minigame",No Online Multiplayer,63,458,7.5
13097,Kingdom Hearts HD I.5 + II.5 Remix,PlayStation4,2017-03-28,84,8.9,SquareEnix,"Miscellaneous,Compilation",No Online Multiplayer,35,586,7.853846153846154
13104,The Walking Dead: The Telltale Series - A New Frontier Episode 3: Above the Law,PC,2017-03-28,74,6.6,TelltaleGames,"Adventure,Point-and-Click",No info,31,67,6.738333333333333
13108,The Walking Dead: The Telltale Series - A New Frontier Episode 3: Above the Law,PlayStation4,2017-03-28,69,4.7,TelltaleGames,"Adventure,Point-and-Click",No info,8,27,6.704918032786885
13111,Final Fantasy XV: Episode Gladiolus,PlayStation4,2017-03-29,59,8.6,SquareEnix,"Role-Playing,Action RPG",No info,15,254,7.9071428571428575
13164,Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,PC,2017-04-18,70,5.6,TelltaleGames,"Action,Adventure,General,3D,Third-Person",No info,21,36,6.687096774193549
13166,Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,XboxOne,2017-04-18,74,6.2,TelltaleGames,"Action,Adventure,General,3D,Third-Person",No info,12,19,6.67936507936508
13168,Marvel's Guardians of the Galaxy: The Telltale Series,PC,2017-04-18,78,7.1,TelltaleGames,"Action,Adventure,General,3D,Third-Person",No Online Multiplayer,7,61,6.6859375
13172,Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,PlayStation4,2017-04-18,72,5.7,TelltaleGames,"Action,Adventure,General,3D,Third-Person",No info,29,52,6.670769230769231
13187,The Walking Dead: The Telltale Series - A New Frontier Episode 4: Thicker than Water,PC,2017-04-25,71,6.2,TelltaleGames,"Adventure,Point-and-Click",No info,30,51,6.663636363636364
13191,The Walking Dead: The Telltale Series - A New Frontier Episode 4: Thicker than Water,PlayStation4,2017-04-25,62,4.9,TelltaleGames,"Adventure,Point-and-Click",No info,7,24,6.63731343283582
13206,Mario Kart 8 Deluxe,Switch,2017-04-28,92,8.6,Nintendo,"Other,Racing,Arcade,Automobile",Up to 12 ,95,2209,7.474999999999999
13279,Ultra Street Fighter II: The Final Challengers,Switch,2017-05-26,66,6.7,Capcom,"Action,Fighting,2D",2 ,65,180,6.884615384615385
13295,The Walking Dead: The Telltale Series - A New Frontier Episode 5: From The Gallows,PC,2017-05-30,74,6.5,TelltaleGames,"Adventure,Point-and-Click",No info,27,65,6.606153846153846
13299,The Walking Dead: The Telltale Series - A New Frontier Episode 5: From The Gallows,XboxOne,2017-05-30,64,5.8,TelltaleGames,"Adventure,Point-and-Click",No info,7,17,6.593939393939394
13309,Marvel's Guardians of the Galaxy - Episode 2: Under Pressure,PC,2017-06-06,72,5.9,TelltaleGames,"Action,Adventure,General,3D,Third-Person",No info,12,29,6.583582089552239
13313,DiRT 4,PlayStation4,2017-06-06,85,7.5,Codemasters,"Racing,Simulation,Automobile",Up to 8 ,44,176,7.18
13314,Marvel's Guardians of the Galaxy - Episode 2: Under Pressure,PlayStation4,2017-06-06,70,4.5,TelltaleGames,"Action,Adventure,General,3D,Third-Person",No info,9,24,6.552941176470589
13322,DiRT 4,PC,2017-06-08,78,6.6,Codemasters,"Racing,Simulation,Automobile",Online Multiplayer,15,142,7.127272727272726
13331,ARMS,Switch,2017-06-16,77,7.1,Nintendo,"Action,Sports,Fighting,Individual,3D,Combat,Boxing / Martial Arts",Up to 4 ,97,814,7.390909090909091
13335,Final Fantasy XIV: Stormblood,PC,2017-06-20,87,8.7,SquareEnix,"Role-Playing,Massively Multiplayer",Massively Multiplayer,21,509,7.96
13343,Final Fantasy XIV: Stormblood,PlayStation4,2017-06-20,89,8.6,SquareEnix,"Role-Playing,Massively Multiplayer",Massively Multiplayer,15,330,8.0
13353,Final Fantasy XV: Episode Prompto,PlayStation4,2017-06-27,65,8.7,SquareEnix,"Role-Playing,Action RPG",No info,7,249,7.973333333333333
13361,Micro Machines World Series,PC,2017-06-29,58,3.4,Codemasters,"Racing,General,Arcade,Automobile",Online Multiplayer,8,13,6.816666666666666
13367,The Legend of Zelda: Breath of the Wild - The Master Trials,Switch,2017-06-30,78,7.7,Nintendo,"Action Adventure,Open-World",No info,15,317,7.416666666666667
13383,Minecraft: Story Mode Season Two - Episode 1: Hero in Residence,XboxOne,2017-07-11,71,4.3,TelltaleGames,"Adventure,Point-and-Click",No info,7,16,6.480597014925373
13385,Minecraft: Story Mode Season Two - Episode 1: Hero in Residence,PlayStation4,2017-07-11,68,5.1,TelltaleGames,"Adventure,Point-and-Click",No info,10,39,6.460294117647059
13386,Minecraft: Story Mode Season Two - Episode 1: Hero in Residence,PC,2017-07-11,71,4.5,TelltaleGames,"Adventure,Point-and-Click",No info,11,30,6.431884057971015
13388,Final Fantasy XII: The Zodiac Age,PlayStation4,2017-07-11,86,8.4,SquareEnix,"Role-Playing,Japanese-Style",No Online Multiplayer,75,594,8.0
13412,Splatoon 2,Switch,2017-07-21,83,8.4,Nintendo,"Action,Shooter,Third-Person,Arcade",Up to 8 ,100,1308,7.4923076923076914
13434,Miitopia,3DS,2017-07-28,67,7.9,Nintendo,"Action,Role-Playing,General",No Online Multiplayer,50,112,7.521428571428571
13454,Batman: The Enemy Within - Episode 1: The Enigma,XboxOne,2017-08-08,77,4.2,TelltaleGames,"Adventure,Point-and-Click",No Online Multiplayer,9,16,6.3820895522388055
13460,Batman: The Enemy Within - Episode 1: The Enigma,PlayStation4,2017-08-08,70,6.0,TelltaleGames,"Adventure,Point-and-Click",No Online Multiplayer,8,25,6.376470588235294
13461,Batman: The Enemy Within - Episode 1: The Enigma,PC,2017-08-08,76,6.6,TelltaleGames,"Adventure,Point-and-Click",No info,34,60,6.379710144927536
13463,Batman: The Enemy Within - The Telltale Series,PC,2017-08-08,79,7.2,TelltaleGames,"Adventure,Point-and-Click",No Online Multiplayer,9,126,6.3914285714285715
13472,Minecraft: Story Mode Season Two - Episode 2: Giant Consequences,PC,2017-08-15,74,6.3,TelltaleGames,"Adventure,Point-and-Click",No info,8,27,6.390140845070422
13493,Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling,XboxOne,2017-08-22,70,5.5,TelltaleGames,"Action,Adventure,General,3D,Third-Person",No info,8,8,6.331428571428571
13497,Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling,PC,2017-08-22,72,7.1,TelltaleGames,"Action,Adventure,General,3D,Third-Person",No info,10,17,6.34225352112676
13500,Madden NFL 18,XboxOne,2017-08-22,82,4.3,EASports,"Sports,Team,Football,Sim",Up to 6 ,22,63,5.15
13503,Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling,PlayStation4,2017-08-22,65,6.3,TelltaleGames,"Action,Adventure,General,3D,Third-Person",No info,7,17,6.341666666666666
13506,F1 2017,PC,2017-08-24,89,7.3,Codemasters,"Racing,Simulation,Automobile",No info,13,102,7.26
13507,F1 2017,PlayStation4,2017-08-25,86,7.5,Codemasters,"Racing,Simulation,Automobile",Up to 20 ,41,88,7.281818181818181
13508,F1 2017,XboxOne,2017-08-25,84,7.4,Codemasters,"Racing,Simulation,Automobile",Up to 20 ,17,34,7.291666666666667
13525,Resident Evil: Revelations,PlayStation4,2017-08-29,70,7.8,Capcom,"Action Adventure,Survival",2 ,32,140,6.720833333333332
13552,Monster Hunter Stories,3DS,2017-09-08,79,8.3,Capcom,"Role-Playing,Action RPG,Japanese-Style",2 ,53,105,6.784
13554,NHL 18,XboxOne,2017-09-12,77,4.1,EASports,"Sports,Team,Ice Hockey,Sim",No info,16,50,4.927272727272728
13555,NHL 18,PlayStation4,2017-09-12,75,3.6,EASports,"Sports,Team,Ice Hockey,Sim",Up to 12 ,27,100,4.816666666666666
13558,Pro Evolution Soccer 2018,PC,2017-09-12,81,7.1,Konami,"Sports,Team,Soccer,Sim",Online Multiplayer,10,168,6.044444444444443
13562,Pro Evolution Soccer 2018,XboxOne,2017-09-12,82,7.0,Konami,"Sports,Team,Soccer,Sim",Up to 22 ,11,45,6.139999999999999
13565,Pro Evolution Soccer 2018,PlayStation4,2017-09-12,83,7.3,Konami,"Sports,Team,Soccer,Sim",Up to 6 ,53,352,6.245454545454544
13576,NBA Live 18,PlayStation4,2017-09-15,72,5.9,EASports,"Sports,Team,Basketball,Sim",Up to 10 ,24,118,4.9
13577,NBA Live 18,XboxOne,2017-09-15,72,5.2,EASports,"Sports,Team,Basketball,Sim",Up to 10 ,16,49,4.921428571428572
13586,Marvel vs. Capcom: Infinite,XboxOne,2017-09-19,77,5.3,Capcom,"Action,Fighting,2D",No info,16,65,6.726923076923076
13587,Minecraft: Story Mode Season Two - Episode 3: Jailhouse Block,PC,2017-09-19,71,7.4,TelltaleGames,"Adventure,Point-and-Click",No info,8,28,6.3561643835616435
13588,Marvel vs. Capcom: Infinite,PlayStation4,2017-09-19,72,4.6,Capcom,"Action,Fighting,2D",Up to 8 ,73,248,6.648148148148148
13591,Marvel vs. Capcom: Infinite,PC,2017-09-19,69,5.3,Capcom,"Action,Fighting,2D",Online Multiplayer,12,58,6.6
13614,Batman: The Enemy Within - Episode 2: The Pact,PC,2017-09-26,71,7.3,TelltaleGames,"Adventure,Point-and-Click",No Online Multiplayer,19,25,6.368918918918919
13619,Batman: The Enemy Within - Episode 2: The Pact,PlayStation4,2017-09-26,67,5.3,TelltaleGames,"Adventure,Point-and-Click",No Online Multiplayer,9,14,6.354666666666666
13643,Dragon's Dogma: Dark Arisen,PlayStation4,2017-10-03,78,8.2,Capcom,"Role-Playing,Action RPG",No Online Multiplayer,24,197,6.655172413793103
13647,Dragon's Dogma: Dark Arisen,XboxOne,2017-10-03,80,7.6,Capcom,"Role-Playing,Action RPG",No Online Multiplayer,8,45,6.6866666666666665
13667,Marvel's Guardians of the Galaxy - Episode 4: Who Needs You,PlayStation4,2017-10-10,68,6.7,TelltaleGames,"Action,Adventure,General,3D,Third-Person",No Online Multiplayer,8,13,6.359210526315789
13675,Marvel's Guardians of the Galaxy - Episode 4: Who Needs You,XboxOne,2017-10-10,73,7.0,TelltaleGames,"Action,Adventure,General,3D,Third-Person",No Online Multiplayer,7,7,6.367532467532467
13678,Marvel's Guardians of the Galaxy - Episode 4: Who Needs You,PC,2017-10-10,71,6.6,TelltaleGames,"Action,Adventure,General,3D,Third-Person",No Online Multiplayer,9,21,6.37051282051282
13741,Super Mario Odyssey,Switch,2017-10-27,97,8.9,Nintendo,"Action,Platformer,3D",No Online Multiplayer,113,6284,7.583333333333333
13764,Uno,Switch,2017-11-07,69,6.1,Ubisoft,"Miscellaneous,Board / Card Game",Up to 4 ,7,24,6.5
13765,Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin',PC,2017-11-07,68,7.4,TelltaleGames,"Action,General,Adventure,3D,Third-Person",No Online Multiplayer,9,17,6.414492753623188
13771,Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin',PlayStation4,2017-11-07,72,6.1,TelltaleGames,"Action,Adventure,General,3D,Third-Person",No Online Multiplayer,10,14,6.41
13807,Batman: The Telltale Series,Switch,2017-11-14,72,7.8,TelltaleGames,"Adventure,Point-and-Click",No Online Multiplayer,7,61,6.429577464788732
13825,Batman: The Enemy Within - Episode 3: The Fractured Mask,PC,2017-11-21,71,7.3,TelltaleGames,"Adventure,Point-and-Click",No Online Multiplayer,18,26,6.417910447761194
13828,Batman: The Enemy Within - Episode 3: The Fractured Mask,PlayStation4,2017-11-21,70,6.1,TelltaleGames,"Adventure,Point-and-Click",No Online Multiplayer,8,7,6.413235294117648
13829,Apollo Justice: Ace Attorney,3DS,2017-11-21,77,7.9,Capcom,"Adventure,Visual Novel",No Online Multiplayer,17,38,6.725806451612903
13831,Monster of the Deep: Final Fantasy XV,PlayStation4,2017-11-21,62,8.7,SquareEnix,"Sports,Individual,Nature,Fishing",No Online Multiplayer,27,181,8.10625
13833,World of Final Fantasy,PC,2017-11-21,77,7.7,SquareEnix,"Role-Playing,Japanese-Style",No Online Multiplayer,11,99,8.08235294117647
13839,Resident Evil: Revelations,Switch,2017-11-28,78,8.1,Capcom,"Action Adventure,Survival",2 ,19,168,6.76875
13841,Resident Evil: Revelations Collection,Switch,2017-11-28,78,8.2,Capcom,"Miscellaneous,Compilation",2 ,18,67,6.812121212121212
13844,Resident Evil: Revelations 2,Switch,2017-11-28,73,7.9,Capcom,"Action Adventure,Survival",2 ,17,147,6.844117647058823
13873,The Legend of Zelda: Breath of the Wild - The Champions' Ballad,Switch,2017-12-07,81,8.5,Nintendo,"Action Adventure,Open-World",No info,22,302,7.653846153846154
13883,Okami HD,PlayStation4,2017-12-12,87,8.2,Capcom,"Action Adventure,General",No Online Multiplayer,39,207,6.882857142857143
13885,Resident Evil 7: biohazard - Not a Hero,PlayStation4,2017-12-12,71,7.4,Capcom,"Action Adventure,Survival",No info,10,83,6.897222222222222
13887,Resident Evil 7: biohazard - End of Zoe,PlayStation4,2017-12-12,75,7.6,Capcom,"Action Adventure,Survival",No info,13,69,6.916216216216216
13888,Okami HD,PC,2017-12-12,92,7.9,Capcom,"Action Adventure,General",No Online Multiplayer,10,208,6.942105263157895
13889,Okami HD,XboxOne,2017-12-12,87,8.4,Capcom,"Action Adventure,General",No Online Multiplayer,14,72,6.97948717948718
13932,Street Fighter V: Arcade Edition,PlayStation4,2018-01-16,87,6.5,Capcom,"Action,Fighting,2D",Up to 8 ,36,359,6.967499999999999
13947,Batman: The Enemy Within - Episode 4: What Ails You,PC,2018-01-22,77,7.0,TelltaleGames,"Adventure,Point-and-Click",No Online Multiplayer,19,30,6.4412698412698415
13949,Batman: The Enemy Within - Episode 4: What Ails You,PlayStation4,2018-01-22,77,6.8,TelltaleGames,"Adventure,Point-and-Click",No Online Multiplayer,9,20,6.446875
13957,Assassin's Creed Origins: The Hidden Ones,PlayStation4,2018-01-23,73,6.8,UbisoftMontreal,"Action Adventure,Open-World",No info,16,104,6.724999999999999
13969,Monster Hunter: World,XboxOne,2018-01-26,90,7.1,Capcom,"Role-Playing,Action RPG",Up to 4 ,17,454,6.902631578947369
13976,Monster Hunter: World,PlayStation4,2018-01-26,90,7.7,Capcom,"Role-Playing,Action RPG",Up to 4 ,93,1857,6.923076923076923
13981,EA Sports UFC 3,PlayStation4,2018-01-30,75,4.1,EASports,"Sports,Individual,Combat,Boxing / Martial Arts",2 ,56,281,4.8
13985,EA Sports UFC 3,XboxOne,2018-01-30,77,5.0,EASports,"Sports,Individual,Combat,Boxing / Martial Arts",2 ,17,66,4.818181818181818
13993,Final Fantasy XII: The Zodiac Age,PC,2018-02-01,83,8.6,SquareEnix,"Role-Playing,Japanese-Style",No Online Multiplayer,13,262,8.170588235294119
14014,Dragon Quest Builders,Switch,2018-02-09,81,8.1,SquareEnix,"Action Adventure,Sandbox",No Online Multiplayer,45,102,8.166666666666666
14049,Metal Gear Survive,PlayStation4,2018-02-20,60,1.4,Konami,"Action Adventure,General,Survival",Up to 4 ,70,1067,5.844444444444444
14053,Metal Gear Survive,XboxOne,2018-02-20,62,2.0,Konami,"Action Adventure,General,Survival",Up to 4 ,14,203,5.459999999999999
14054,Metal Gear Survive,PC,2018-02-21,54,1.4,Konami,"Action Adventure,General,Survival",Up to 4 ,16,310,5.09090909090909
14104,Final Fantasy XV: Windows Edition,PC,2018-03-06,85,8.0,SquareEnix,"Role-Playing,Action RPG",Up to 4 ,29,941,8.157894736842104
14111,Final Fantasy XV: Royal Edition,PlayStation4,2018-03-06,77,8.6,SquareEnix,"Role-Playing,Action RPG",Up to 4 ,7,552,8.18
14157,Assassin's Creed Rogue Remastered,PlayStation4,2018-03-20,71,6.6,Ubisoft,"Action Adventure,Open-World",No Online Multiplayer,31,174,6.533333333333334
14167,Assassin's Creed Rogue Remastered,XboxOne,2018-03-20,71,7.2,Ubisoft,"Action Adventure,Open-World",No Online Multiplayer,17,46,6.7
14180,Batman: The Enemy Within - Episode 5: Same Stitch,PC,2018-03-26,85,7.5,TelltaleGames,"Adventure,Point-and-Click",No Online Multiplayer,15,93,6.463076923076923
14181,Far Cry 5,PC,2018-03-27,78,6.2,UbisoftMontreal,"Action,Shooter,First-Person,Arcade",Up to 12 ,31,1706,6.8
14185,Far Cry 5,XboxOne,2018-03-27,82,6.9,UbisoftMontreal,"Action,Shooter,First-Person,Arcade",Up to 12 ,32,486,6.809090909090909
14190,Far Cry 5,PlayStation4,2018-03-27,81,6.8,UbisoftMontreal,"Action,Shooter,First-Person,Arcade",Up to 12 ,83,1976,6.808333333333334
14241,Nintendo Labo: Toycon 02 Robot Kit,Switch,2018-04-20,68,6.5,Nintendo,"Miscellaneous,Party / Minigame",No Online Multiplayer,15,78,7.571428571428571
14244,Nintendo Labo: Toycon 01 Variety Kit,Switch,2018-04-20,77,6.9,Nintendo,"Miscellaneous,Party / Minigame",No Online Multiplayer,23,208,7.526666666666667
14342,Mega Man Legacy Collection,Switch,2018-05-22,83,8.5,Capcom,"Miscellaneous,Compilation",No Online Multiplayer,10,82,7.166666666666667
14389,Far Cry 5: Hours of Darkness,PC,2018-06-05,72,4.4,UbisoftMontreal,"Action,Shooter,First-Person,Arcade",No info,7,59,6.623076923076923
14390,ONRUSH,PlayStation4,2018-06-05,75,6.0,Codemasters,"Racing,Arcade,Automobile",Up to 12 ,54,179,6.92
14397,ONRUSH,XboxOne,2018-06-05,77,6.3,Codemasters,"Racing,Arcade,Automobile",Up to 12 ,23,56,6.863636363636363
14422,Super Bomberman R,XboxOne,2018-06-12,63,6.5,Konami,"Puzzle,Action,Arcade",Up to 8 ,9,12,5.136363636363636
14426,Super Bomberman R,PlayStation4,2018-06-12,67,5.9,Konami,"Puzzle,Action,Arcade",Up to 8 ,13,29,5.199999999999999
14428,Splatoon 2: Octo Expansion,Switch,2018-06-13,82,8.4,Nintendo,"Action,Shooter,Third-Person,Arcade",No info,30,217,7.581250000000001
14508,Far Cry 5: Lost on Mars,PC,2018-07-17,61,4.5,UbisoftMontreal,"Action,Shooter,First-Person,Arcade",No info,12,52,6.471428571428571
14509,Far Cry 5: Lost on Mars,PlayStation4,2018-07-17,57,5.4,UbisoftMontreal,"Action,Shooter,First-Person,Arcade",No info,10,49,6.4
14525,Mega Man X Legacy Collection 1 + 2,Switch,2018-07-24,80,8.5,Capcom,"Miscellaneous,Compilation",No Online Multiplayer,17,92,7.478125
14533,Mega Man X Legacy Collection 1 + 2,PlayStation4,2018-07-24,80,8.5,Capcom,"Miscellaneous,Compilation",No Online Multiplayer,20,108,7.50909090909091
14562,WarioWare Gold,3DS,2018-08-03,78,8.0,Nintendo,"Miscellaneous,Party / Minigame",No Online Multiplayer,45,86,7.5687500000000005
14575,Okami HD,Switch,2018-08-09,89,8.5,Capcom,"Action Adventure,General",No Online Multiplayer,32,202,7.538235294117648
14576,Monster Hunter: World,PC,2018-08-09,88,6.8,Capcom,"Role-Playing,Action RPG",Up to 4 ,34,757,7.517142857142858
14586,The Walking Dead: The Telltale Series - The Final Season Episode 1: Done Running,PlayStation4,2018-08-14,75,7.2,TelltaleGames,"Adventure,Point-and-Click",No Online Multiplayer,14,57,6.427586206896552
14587,The Walking Dead: The Telltale Series - The Final Season,XboxOne,2018-08-14,78,7.8,TelltaleGames,"Adventure,Point-and-Click",No Online Multiplayer,7,45,6.450847457627119
14590,The Walking Dead: The Telltale Series - The Final Season,PlayStation4,2018-08-14,78,8.2,TelltaleGames,"Adventure,Point-and-Click",No Online Multiplayer,7,239,6.48
14591,The Walking Dead: The Telltale Series - The Final Season Episode 1: Done Running,PC,2018-08-14,76,7.8,TelltaleGames,"Adventure,Point-and-Click",No Online Multiplayer,28,98,6.501639344262295
14594,The Walking Dead: The Telltale Series - The Final Season Episode 1: Done Running,XboxOne,2018-08-14,72,7.6,TelltaleGames,"Adventure,Point-and-Click",No Online Multiplayer,10,20,6.519354838709678
14619,F1 2018,PC,2018-08-23,83,7.5,Codemasters,"Racing,Simulation,Automobile",Up to 20 ,9,69,6.611111111111111
14625,F1 2018,XboxOne,2018-08-24,84,8.0,Codemasters,"Racing,Simulation,Automobile",Up to 20 ,18,41,6.75
14627,F1 2018,PlayStation4,2018-08-24,84,7.8,Codemasters,"Racing,Simulation,Automobile",Up to 20 ,41,94,6.845454545454545
14628,Pro Evolution Soccer 2019,PC,2018-08-28,80,6.3,Konami,"Sports,Team,Soccer,Sim",Up to 22 ,8,157,5.284615384615384
14632,Monster Hunter Generations Ultimate,Switch,2018-08-28,80,8.6,Capcom,"Role-Playing,Action RPG",Up to 4 ,52,159,7.547222222222222
